asn,network_provider,domain,route,type,country
AS20852,Velcom UE,velcom.by,213.184.252.0/24,isp,198
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.13.128.0/19,hosting,124
AS8151,Uninet S.A. de C.V.,pan.org.mx,187.149.40.0/21,isp,214
AS14259,Gtd Internet S.A.,grupogtd.com,190.196.64.0/19,isp,168
AS59164,Apollo Online Services Pvt ltd,apolloonline.in,103.245.198.0/24,isp,128
AS12714,Net By Net Holding LLC,netbynet.ru,79.120.0.0/17,isp,185
AS12389,PJSC Rostelecom,rt.ru,95.190.0.0/16,isp,185
AS56150,Viet Solutions Services Trading Company Limited,vhost.vn,103.232.120.0/24,hosting,133
AS30722,Vodafone Italia S.p.A.,vodafone.it,93.149.0.0/16,isp,176
AS4134,Jin-rong Street,None,61.183.0.0/16,isp,124
AS17439,Netmagic Datacenter Mumbai,netmagicsolutions.com,123.108.35.0/24,isp,128
AS135377,UCloud (HK) Holdings Group Limited,ucloud.cn,103.210.21.0/24,isp,134
AS17841,None,None,211.57.153.0/24,isp,125
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,211.159.152.0/23,hosting,124
AS9370,SAKURA Internet Inc.,sakura.ad.jp,160.16.0.0/17,hosting,129
AS10429,TELEFONICA BRASIL S.A,telefonica.com.br,189.56.0.0/15,isp,166
AS27843,OPTICAL TECHNOLOGIES S.A.C.,optical.pe,181.177.244.0/22,isp,171
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,123.206.64.0/20,isp,124
AS57858,Inter Connects Inc,interconnects.us,130.185.155.0/24,hosting,187
AS328025,VEONE,veone.net,164.160.32.0/22,business,232
AS25820,IT7 Networks Inc,it7.net,184.170.208.0/20,hosting,211
AS6830,Liberty Global B.V.,libertyglobal.com,130.180.64.0/18,isp,177
AS2119,Telenor Norge AS,telenor.no,85.164.0.0/14,isp,200
AS208666,ESTRO WEB SERVICES PRIVATE LIMITED,estrowebservices.com,37.49.230.0/24,business,182
AS25820,IT7 Networks Inc,it7.net,69.194.8.0/22,hosting,211
AS45235,GEOCITY NETWORK SOLUTIONS PVT LTD,geocity.co.in,45.250.212.0/22,isp,128
AS6713,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,iam.ma,81.192.96.0/20,hosting,227
AS45899,VNPT Corp,vnptcorp.com,14.182.224.0/20,isp,133
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.25.72.0/22,hosting,124
AS38283,CHINANET SiChuan Telecom Internet Data Center,None,182.151.0.0/18,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,212.64.32.0/20,isp,124
AS8075,Microsoft Corporation,microsoft.com,51.103.0.0/16,hosting,175
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.112.0/23,hosting,124
AS5650,Frontier Communications of America,frontier.com,50.48.0.0/13,isp,211
AS7552,Viettel Group,viettel.com.vn,27.69.184.0/21,isp,133
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.89.232.0/21,hosting,124
AS14061,DigitalOcean,digitalocean.com,157.230.208.0/20,hosting,211
AS27699,TELEFONICA BRASIL S.A,telefonica.com.br,200.204.0.0/16,isp,166
AS25019,Saudi Telecom Company JSC,stc.com.sa,94.98.80.0/20,isp,146
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,119.27.160.0/19,hosting,124
AS135377,UCloud (HK) Holdings Group Limited,ucloud.cn,128.14.236.0/24,isp,127
AS3215,Orange S.A.,orange.com,80.11.0.0/16,isp,175
AS45839,Shinjiru Technology Sdn Bhd,shinjiru.com.my,111.90.158.0/24,hosting,136
AS14061,DigitalOcean,digitalocean.com,159.89.80.0/20,hosting,211
AS11830,Instituto Costarricense de Electricidad y Telecom.,grupoice.com,201.192.128.0/18,edu,217
AS267728,SOCIEDAD DE SERVICIOS TECNOLOGICOS Y TELECOMUNICACIONES TELCONOR LTDA.,telconor.cl,45.167.24.0/22,isp,168
AS20746,Telecom Italia S.p.A.,tim.it,156.54.169.0/24,isp,176
AS7552,Viettel Group,viettel.com.vn,171.239.248.0/21,isp,133
AS22884,TOTAL PLAY TELECOMUNICACIONES SA DE CV,totalplay.com.mx,187.190.40.0/21,isp,214
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,122.152.248.0/23,hosting,124
AS14618,Amazon.com,amazon.com,54.144.0.0/14,hosting,211
 None, None, None, None, None,221
AS21127,JSC Zap-Sib TransTeleCom Novosibirsk,zsttk.ru,82.200.0.0/17,isp,185
AS4760,HKT Limited,hkt.com,42.200.128.0/19,isp,134
AS35916,MULTACOM CORPORATION,multacom.com,154.85.0.0/16,isp,211
AS262346,FP Telecomiunicacoes Ltda,clickturbo.com.br,177.125.164.0/23,isp,166
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.25.112.0/22,hosting,124
AS10620,Telmex Colombia S.A.,telmexla.net.co,181.63.248.0/24,isp,167
AS56046,China Mobile communications corporation,chinamobileltd.com,36.156.0.0/16,isp,124
AS58519,Cloud Computing Corporation,dellemc.com,203.56.24.0/24,isp,124
AS56048,China Mobile Communicaitons Corporation,chinamobileltd.com,39.155.128.0/17,isp,124
AS17676,Softbank BB Corp.,softbank.jp,60.141.0.0/16,isp,129
AS12389,PJSC Rostelecom,rt.ru,45.80.64.0/23,isp,185
AS45820,Tata Teleservices ISP AS,tatateleservices.com,111.93.235.0/24,isp,128
AS8452,TE-AS,traveltexas.com,197.62.0.0/16,isp,224
AS14178,Megacable Comunicaciones de Mexico de C.V.,megacable.com.mx,200.66.80.0/22,isp,214
AS42695,City Network Hosting AB,citynetwork.se,91.106.198.0/23,isp,187
AS16509,Amazon.com,amazon.com,54.199.128.0/17,hosting,129
AS135377,UCloud (HK) Holdings Group Limited,ucloud.cn,152.32.165.0/24,isp,127
AS9318,None,None,222.232.0.0/13,isp,125
AS48614,ITSOFT LLC,itsoft.com,94.79.54.0/23,hosting,185
 None, None, None, None, None,185
AS21453,Flex Ltd.,flex.com,195.58.38.0/23,isp,177
AS9498,BHARTI Airtel Ltd.,airtel.in,125.19.153.0/24,isp,128
AS17995,PT iForte Global Internet,iforte.id,124.158.147.0/24,isp,132
AS4788,TM Net Internet Service Provider,tm.com.my,115.135.0.0/18,isp,136
AS134772,CHINANET Guangdong province Dongguan MAN network,None,116.6.84.0/22,isp,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,60.30.0.0/16,isp,124
AS13188,CONTENT DELIVERY NETWORK LTD,None,37.57.169.0/24,hosting,179
AS14061,DigitalOcean,digitalocean.com,204.48.16.0/20,hosting,211
AS25820,IT7 Networks Inc,it7.net,65.49.208.0/20,hosting,211
AS4134,Jin-rong Street,None,222.208.0.0/13,isp,124
AS267410,2D TELECOM LTDA - ME,2dtelecom.com.br,45.235.92.0/22,isp,166
AS5713,Telkom SA Ltd.,telkom.co.za,196.15.128.0/17,isp,221
AS3741,Internet Solutions,is.co.za,196.37.0.0/16,hosting,221
AS4847,China Networks Inter-Exchange,None,103.30.151.0/24,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,129.211.192.0/20,hosting,124
AS24428,Beijing Founder Broadband Network Technology Co,cnnic.cn,59.108.64.0/20,isp,124
AS9905,Linknet ASN,linknet.co.id,139.255.84.0/22,isp,132
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,139.186.64.0/20,hosting,124
AS46606,Unified Layer,unitedlayer.com,162.214.0.0/15,hosting,211
AS3786,LG DACOM Corporation,uplus.co.kr,182.162.0.0/16,isp,125
AS17621,China Unicom Shanghai network,mychinaunicom.com,210.22.64.0/20,isp,124
AS56046,China Mobile communications corporation,chinamobileltd.com,36.152.0.0/14,isp,124
AS5384,Emirates Telecommunications Corporation,etisalat.com,94.57.192.0/18,isp,137
AS4788,TM Net Internet Service Provider,tm.com.my,118.101.192.0/18,isp,136
 None, None, None, None, None,134
AS4134,Jin-rong Street,None,115.224.0.0/12,isp,124
AS9808,Guangdong Mobile Communication Co.Ltd.,chinamobile.com,112.29.128.0/17,isp,124
AS8764,Telia Lietuva AB,telia.lt,88.119.64.0/18,isp,181
AS10429,TELEFONICA BRASIL S.A,telefonica.com.br,201.91.0.0/16,isp,166
AS28146,MHNET TELECOM,mhnet.com.br,187.45.102.0/23,isp,166
AS4800,Network Access Provider and Internet Service Provider,wikipedia.org,182.23.93.0/24,isp,132
AS37061,Safaricom Limited,safaricom.co.ke,41.90.96.0/19,isp,230
AS24400,Shanghai Mobile Communications Co.,chinamobile.com,117.186.0.0/16,isp,124
AS44213,New Star Max,starmaxmedia.com,193.35.20.0/24,isp,138
AS20001,Charter Communications Inc,spectrum.com,172.88.0.0/14,isp,211
 None, None, None, None, None,127
AS12874,Fastweb SpA,fastweb.it,93.60.0.0/15,isp,176
AS27699,TELEFONICA BRASIL S.A,telefonica.com.br,177.9.0.0/17,isp,166
AS31200,Novotelecom Ltd,novotelecom.ru,37.193.0.0/16,isp,185
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,110.16.0.0/14,isp,124
AS268585,JULIANA N CORDEIRO DE LIMA SERVICOS DE COMUNICACO,maximanet.net.br,45.164.8.0/22,isp,166
AS9498,BHARTI Airtel Ltd.,airtel.in,182.74.25.0/24,isp,128
AS12430,VODAFONE ESPANA S.A.U.,vodafone.es,212.145.0.0/16,isp,184
 None, None, None, None, None,140
AS4058,CITIC Telecom International CPC Limited,citictel.com,210.184.2.0/24,hosting,130
AS265377,FLASH NET TELECOMUNICACOES LTDA - ME,flashnetpe.com.br,168.194.12.0/23,isp,166
AS14061,DigitalOcean,digitalocean.com,165.22.224.0/20,hosting,210
AS4270,Red de Interconexion Universitaria,riu.edu.ar,170.210.200.0/21,edu,169
AS57480,Adam Siemieniako Projectpol,protech24.pl,91.232.4.0/23,business,178
AS16735,ALGAR TELECOM S/A,algartelecom.com.br,177.69.0.0/16,isp,166
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,152.136.220.0/22,hosting,124
AS16276,OVH SAS,ovh.com,5.39.0.0/17,hosting,175
AS14080,Telmex Colombia S.A.,telmexla.net.co,190.85.160.0/19,isp,167
AS14061,DigitalOcean,digitalocean.com,104.131.128.0/20,hosting,211
AS61512,GIGANET,giganetdc.com.br,143.255.142.0/23,isp,174
AS18196,Seven Star Internet Service Provider,my7star.com,202.134.160.0/24,isp,128
AS18881,TELEFONICA BRASIL S.A,telefonica.com.br,177.96.160.0/19,isp,166
AS23860,Alliance Broadband Services Pvt. Ltd.,alliancebroadband.co.in,45.64.236.0/22,isp,128
AS14061,DigitalOcean,digitalocean.com,134.209.48.0/20,hosting,211
AS3216,PJSC Vimpelcom,veon.com,128.70.96.0/19,isp,185
AS12389,PJSC Rostelecom,rt.ru,31.163.192.0/20,isp,185
AS31898,Oracle Corporation,oracle.com,130.61.128.0/17,hosting,177
AS7922,Comcast Cable Communications,comcast.com,98.192.0.0/10,isp,211
AS135478,PT. Cyberindo Aditama,cbn.id,101.128.64.0/24,isp,132
AS9658,Eastern Telecoms Phils.,eastern.com.ph,112.199.118.0/24,isp,126
AS7713,PT Telekomunikasi Indonesia,telkom.co.id,36.74.72.0/22,isp,132
AS10318,Telecom Argentina S.A.,telecom.com.ar,181.28.128.0/19,isp,169
AS133115,HK Kwaifong Group Limited,lkfgroup.com,154.83.15.0/24,hosting,211
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,106.53.240.0/20,hosting,124
AS37352,CloudAfrica Hosting (PTY) LTD,cloudafrica.net,41.79.76.0/22,hosting,221
AS14061,DigitalOcean,digitalocean.com,68.183.160.0/20,hosting,211
AS4134,Jin-rong Street,None,222.83.0.0/17,isp,124
AS209341,Tiger Network Limited,tigernetworksolutions.com,85.208.212.0/22,isp,129
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,129.211.176.0/20,hosting,124
AS15169,Google LLC,google.com,34.84.0.0/14,hosting,130
AS6713,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,iam.ma,81.192.87.0/24,isp,227
AS137342,DISKOMINFO TANGERANG SELATAN,tangerangselatankota.go.id,103.219.112.0/24,gov,132
AS8075,Microsoft Corporation,microsoft.com,65.52.0.0/14,hosting,182
AS3216,PJSC Vimpelcom,veon.com,212.119.192.0/18,isp,185
AS37417,Fusion Wireless (PTY) LTD t/a SonicWireless Solutions,sonictelecoms.co.za,196.251.0.0/18,isp,221
AS63646,Beijing Xiaoju Science and Technology Co.,didiglobal.com,116.85.64.0/24,isp,124
AS132883,TOPWAY GLOBAL LIMITED,topidc.hk,103.56.17.0/24,business,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,221.194.0.0/16,isp,124
AS16276,OVH SAS,ovh.com,142.4.192.0/19,hosting,210
AS202468,Noyan Abr Arvan Co. ( Private Joint Stock),arvan.ir,45.82.137.0/24,hosting,140
AS4812,China Telecom (Group),chinatelecom-h.com,120.92.136.0/21,isp,124
AS34779,T-2,t-2.net,84.255.192.0/18,isp,201
AS9498,BHARTI Airtel Ltd.,airtel.in,61.95.233.0/24,isp,128
AS17451,BIZNET NETWORKS,biznetnetworks.com,182.253.226.0/24,isp,132
AS2116,GLOBALCONNECT AS,globalconnect.dk,195.204.0.0/16,isp,200
AS47869,Ellada Projects B.V. trading as Netrouting,netrouting.com,162.252.56.0/22,hosting,211
AS7545,TPG Telecom Limited,tpg.com.au,210.9.44.0/22,isp,250
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.24.192.0/20,hosting,124
AS4134,Jin-rong Street,None,220.180.0.0/16,isp,124
AS812,Rogers Communications Canada Inc.,rogers.com,65.97.192.0/18,isp,210
AS7418,TELEFONICA CHILE S.A.,telefonicachile.cl,190.21.0.0/16,isp,168
AS14061,DigitalOcean,digitalocean.com,139.59.224.0/20,hosting,130
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,119.45.0.0/20,isp,124
AS23201,Telecel S.A.,tigo.com.py,181.40.112.0/20,isp,174
AS132203,Tencent Building, tencent.com,170.106.0.0/16,isp,130
 None, None, None, None, None,184
AS36937,Liquid Telecommunications South Africa (Pty) Ltd,liquidtelecom.com,41.160.0.0/14,isp,221
AS7795,LUMOS Networks,lumosnetworks.com,66.207.64.0/19,isp,211
AS3462,Data Communication Business Group,cht.com.tw,59.120.0.0/16,isp,127
AS262293,Sistema Oeste de Servicos LTDA,portaltcm.com.br,168.232.152.0/23,isp,166
AS4787,PT Cyberindo Aditama,cbn.id,202.158.62.0/23,isp,132
AS14061,DigitalOcean,digitalocean.com,178.128.64.0/20,hosting,211
AS37313,Ghana Government (Ministry of Communications),moc.gov.gh,197.253.96.0/19,gov,233
AS328453,Web Africa Networks (Pty) Ltd,webafrica.co.za,102.65.0.0/16,isp,221
AS23650,AS Number for CHINANET jiangsu province backbone,None,180.106.80.0/22,hosting,124
AS4816,China Telecom (Group),chinatelecom-h.com,125.91.32.0/19,isp,124
AS132445,Khetan Cable Network Pvt. Limited,khetanisp.com,103.21.53.0/24,isp,128
AS2856,British Telecommunications PLC,btplc.com,81.128.0.0/11,isp,183
AS132203,Tencent Building, tencent.com,150.109.150.0/23,hosting,134
AS4134,Jin-rong Street,None,115.192.0.0/11,isp,124
AS4808,China Unicom Beijing Province Network,chinaunicom.com,124.65.128.0/18,isp,124
AS22884,TOTAL PLAY TELECOMUNICACIONES SA DE CV,totalplay.com.mx,189.203.194.0/24,isp,214
AS3741,Internet Solutions,is.co.za,196.38.0.0/16,hosting,221
AS14061,DigitalOcean,digitalocean.com,159.65.80.0/20,hosting,183
AS268953,G6 TELECOM,g6internet.com.br,45.176.208.0/24,isp,166
AS16276,OVH SAS,ovh.com,66.70.128.0/17,hosting,210
AS45293,Universitas Terbuka,ut.ac.id,203.217.140.0/24,edu,132
AS2527,So-net Entertainment Corporation,so-net.ne.jp,159.28.128.0/17,isp,129
AS134762,CHINANET Sichuan province Chengdu MAN network,None,43.226.32.0/20,isp,124
AS43132,PJSC Rostelecom,rt.ru,85.172.174.0/23,isp,185
AS25820,IT7 Networks Inc,it7.net,97.64.120.0/21,hosting,211
AS701,MCI Communications Services d/b/a Verizon Business,bloomberg.com,71.246.192.0/18,isp,211
AS14061,DigitalOcean,digitalocean.com,165.22.64.0/20,hosting,177
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.235.80.0/20,isp,124
AS7738,Telemar Norte Leste S.A.,oi.net.br,200.216.0.0/18,isp,166
AS15169,Google LLC,google.com,34.72.0.0/14,hosting,211
AS23889,Mauritius Telecom Ltd,telecom.mu,102.114.0.0/17,isp,234
AS27699,TELEFONICA BRASIL S.A,telefonica.com.br,189.78.0.0/15,isp,166
AS9658,Eastern Telecoms Phils.,eastern.com.ph,115.85.32.0/19,isp,126
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,132.232.16.0/20,hosting,124
AS28343,Unifique Telecomunicacoes Ltda,unifique.com.br,177.101.124.0/22,isp,166
AS132137,Shree Omkar Infocom Pvt Ltd,soipl.co.in,103.246.240.0/24,isp,128
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.234.112.0/20,isp,124
AS4134,Jin-rong Street,None,61.132.128.0/17,isp,124
AS23724, China Telecommunications Corporation,None,36.110.192.0/19,hosting,124
AS14061,DigitalOcean,digitalocean.com,165.22.80.0/20,hosting,177
AS14061,DigitalOcean,digitalocean.com,178.62.128.0/18,hosting,182
AS12874,Fastweb SpA,fastweb.it,83.103.64.0/18,isp,176
AS24560,Bharti Airtel Telemedia Services,airtel.in,106.201.64.0/19,isp,128
AS263661,BRASIL DIGITAL SERVICOS DE INFORMATICA E COMERCIO,brasildigital.net.br,168.205.124.0/24,isp,166
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,212.64.0.0/20,isp,124
AS17621,China Unicom Shanghai network,mychinaunicom.com,139.226.32.0/19,isp,124
AS701,MCI Communications Services d/b/a Verizon Business,bloomberg.com,71.117.128.0/17,isp,211
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.233.16.0/20,isp,124
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,182.61.18.0/23,hosting,124
AS6503,AxtelB. de C.V.,axtel.mx,187.162.56.0/21,isp,214
AS6830,Liberty Global B.V.,libertyglobal.com,62.2.0.0/17,isp,188
AS14061,DigitalOcean,digitalocean.com,165.22.176.0/20,hosting,211
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.126.88.0/23,hosting,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,122.96.0.0/15,isp,124
AS203971,AzFiberNet Ltd.,azfiber.net,185.118.48.0/22,isp,150
AS48728,Vodafone Qatar Q.S.C.,vodafone.qa,37.186.32.0/19,isp,151
AS262186,TV AZTECA SUCURSAL COLOMBIA,aztecacomunicaciones.com,186.148.167.0/24,hosting,167
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,106.53.64.0/20,hosting,124
AS31334,Vodafone Kabel Deutschland GmbH,vodafone.de,77.21.183.0/24,isp,177
AS31898,Oracle Corporation,oracle.com,193.122.0.0/15,hosting,125
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,222.136.0.0/13,isp,124
AS14061,DigitalOcean,digitalocean.com,67.205.128.0/20,hosting,211
AS45899,VNPT Corp,vnptcorp.com,222.252.16.0/20,isp,133
AS14061,DigitalOcean,digitalocean.com,207.154.208.0/20,hosting,177
AS9318,None,None,175.120.0.0/13,isp,125
AS14061,DigitalOcean,digitalocean.com,188.166.240.0/20,hosting,130
AS4134,Jin-rong Street,None,218.86.0.0/17,isp,124
AS131386,Long Van System Solution JSC,longvan.net,45.119.80.0/22,isp,133
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.235.16.0/20,isp,124
AS4134,Jin-rong Street,None,182.32.0.0/12,isp,124
AS9329,Sri Lanka Telecom Internet,slt.lk,220.247.192.0/18,isp,152
AS18207,YOU Broadband & Cable India Ltd.,youbroadband.in,219.91.153.0/24,isp,128
AS17762,Tata Teleservices Maharashtra Ltd,tatateleservices.com,123.252.192.0/18,isp,128
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,118.70.233.0/24,isp,133
AS10481,Telecom Argentina S.A.,telecom.com.ar,200.114.224.0/20,isp,169
AS12338,Euskaltel S.A.,euskaltel.com,62.99.0.0/17,isp,184
AS3549,Level 3 Parent,level3.com,200.186.127.0/24,isp,166
AS132637,PT BINA INFORMATIKA SOLUSI,bits.net.id,103.19.58.0/24,isp,132
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,118.70.72.0/24,isp,133
AS8075,Microsoft Corporation,microsoft.com,52.160.0.0/11,hosting,130
AS16276,OVH SAS,ovh.com,167.114.128.0/18,hosting,210
AS14061,DigitalOcean,digitalocean.com,159.65.64.0/20,hosting,211
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,211.159.216.0/22,hosting,124
AS45102,Alibaba (US) Technology Co.,alibabagroup.com,47.74.0.0/18,hosting,129
AS6400,Compania Dominicana de Telefonos, claro.com.do,200.88.0.0/17,isp,215
AS8612,Tiscali Italia S.P.A.,tiscali.it,94.32.0.0/14,isp,176
AS4134,Jin-rong Street,None,180.96.0.0/11,isp,124
AS7643,Vietnam Posts and Telecommunications (VNPT),vnpt.vn,43.239.220.0/24,hosting,133
AS16735,ALGAR TELECOM S/A,algartelecom.com.br,189.112.0.0/16,isp,166
AS12874,Fastweb SpA,fastweb.it,85.18.0.0/17,isp,176
AS23724, China Telecommunications Corporation,None,117.50.96.0/19,hosting,124
AS4134,Jin-rong Street,None,111.120.0.0/14,isp,124
AS14061,DigitalOcean,digitalocean.com,128.199.32.0/19,hosting,182
AS30722,Vodafone Italia S.p.A.,vodafone.it,93.147.0.0/16,isp,176
AS14061,DigitalOcean,digitalocean.com,142.93.0.0/20,hosting,211
AS56044,China Mobile communications corporation,chinamobileltd.com,223.100.0.0/16,isp,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,60.220.0.0/14,isp,124
AS4134,Jin-rong Street,None,118.112.0.0/13,isp,124
AS59078,Yunify Technologies Inc.,cnnic.cn,139.198.120.0/21,hosting,124
AS135377,UCloud (HK) Holdings Group Limited,ucloud.cn,128.1.131.0/24,isp,134
AS4812,China Telecom (Group),chinatelecom-h.com,114.88.0.0/16,isp,124
AS21826,Corporacion Telemic C.A.,inter.com.ve,200.75.112.0/23,isp,172
AS12334,R Cable y Telecomunicaciones Galicia,mundo-r.com,213.60.0.0/18,isp,184
AS11014,CPS,cps.gov.ar,190.111.246.0/24,gov,169
AS59019,Beijing Kingsoft Cloud Internet Technology ,cnnic.cn,120.92.10.0/23,isp,124
AS46573,Global Frag Networks,globalfrag.com,104.148.125.0/24,hosting,211
AS7015,Comcast Cable Communications,comcast.com,24.218.128.0/17,isp,211
AS17727,PT. NAP Info Lintas Nusa,nap.net.id,110.35.80.0/24,isp,132
AS135377,UCloud (HK) Holdings Group Limited,ucloud.cn,128.14.230.0/24,isp,127
AS17451,BIZNET NETWORKS,biznetnetworks.com,118.99.104.0/24,isp,132
AS53240,Net Onze Provedor de Acesso a Internet Eireli,net11.com.br,190.15.58.0/23,isp,166
AS132210,ReignICT,reignict.com.bd,103.71.40.0/24,isp,141
AS19429,ETB - Colombia,etb.com,186.30.56.0/21,isp,167
AS24532,PT. Inet Global Indo,inet.net.id,27.111.44.0/24,isp,132
